-10	2412
-9	2436
-8	2443
-7	2421
-6	2442
-5	2443
-4	2452
-3	2456
-2	2459
-1	2462
0	2476
1	2469
2	2472
3	2478
4	2478
5	2481
6	2485
7	2487
8	2491
9	2498
10	2497
