-10	-25.87
-9	-24.269
-8	-22.65
-7	-21.03
-6	-19.42
-5	-17.81
-4	-16.18
-3	-14.53
-2	-12.91
-1	-11.29
0	-9.67
1	-8.044
2	-6.41
3	-4.77
4	-3.14
5	-1.501
6	0.128
7	1.77
8	3.404
9	5.03
10	6.68
