# convolved_mems/interferomterphase,quant/P2
0,12575.9103,0.3339
1,12575.7268,0.3671
2,12579.7237,0.369
3,12580.0174,0.3795
4,12573.331,0.3022
5,12576.2304,0.3303
6,12579.872,0.3767
7,12577.2239,0.2889
8,12579.6605,0.3646
9,12582.8566,0.2856
10,12575.4984,0.3596
11,12575.4634,0.3738
12,12577.2249,0.2992
13,12576.1098,0.341
14,12580.4964,0.3704
15,12577.66,0.2851
16,12593.1469,0.2863
17,12586.1464,0.3484
18,12575.3512,0.3671
19,12585.4993,0.3777
20,12578.8073,0.3067
21,12578.5504,0.2963
22,12568.9973,0.3564
23,12581.9645,0.3102
24,12579.415,0.3728
25,12587.1342,0.2916
26,12583.5748,0.3141
27,12582.9986,0.2906
28,12580.6679,0.3737
29,12583.5354,0.312
30,12576.4586,0.3354
31,12582.5279,0.289
32,12581.5645,0.3235
33,12585.1454,0.3722
34,12578.9764,0.3252
35,12582.2221,0.2867
36,12574.5489,0.3551
37,12579.0447,0.3461
38,12585.2877,0.3729
39,12580.7874,0.3596
40,12585.0833,0.3804
41,12579.4336,0.3587
42,12582.7073,0.2887
43,12582.5394,0.2892
44,12573.1598,0.2955
45,12569.1209,0.3595
46,12575.0653,0.3797
47,12582.3488,0.2999
48,12571.6953,0.313
49,12581.3039,0.3262
50,12583.7835,0.3246
51,12575.9237,0.3712
52,12575.9201,0.3691
53,12578.839,0.32
54,12589.0387,0.3303
55,12575.1823,0.3716
56,12573.6986,0.3067
57,12576.568,0.3294
58,12580.5214,0.3728
59,12582.852,0.2913
60,12582.3312,0.2944
61,12584.0143,0.341
62,12580.9859,0.3546
63,12581.0695,0.3629
64,12588.1996,0.2892
65,12584.5551,0.3772
66,12577.6956,0.2926
67,12577.1064,0.2959
68,12582.6665,0.2858
69,12579.8002,0.3776
70,12578.3708,0.3049
71,12577.8163,0.2908
72,12576.9604,0.2944
73,12577.7242,0.2859
74,12583.8968,0.3254
75,12577.6581,0.2861
76,12572.0719,0.294
77,12579.1934,0.3463
78,12584.1589,0.3344
79,12586.4816,0.3092
80,12575.7971,0.3516
81,12581.5488,0.3479
82,12586.9284,0.334
83,12574.6149,0.3617
84,12585.3088,0.3778
85,12572.5783,0.2861
86,12579.4768,0.3621
87,12589.1475,0.3516
88,12575.2957,0.3791
89,12580.6726,0.3728
90,12580.9761,0.3539
91,12584.8608,0.3781
92,12588.7453,0.3285
93,12577.5846,0.2845
94,12580.5786,0.369
95,12580.2447,0.3768
96,12581.2824,0.3577
97,12585.5481,0.3652
98,12580.201,0.375
99,12605.49,0.3733
100,12588.3022,0.3018
101,12567.1451,0.2926
102,12582.1207,0.3095
103,12580.1173,0.3789
104,12578.0141,0.292
105,12577.9677,0.294
106,12583.0539,0.3089
107,12577.5031,0.2881
108,12586.5701,0.3374
109,12577.4755,0.291
110,12585.8546,0.3698
111,12580.7071,0.3543
112,12578.4912,0.3268
113,12583.4555,0.3158
114,12582.4514,0.2936
115,12580.3805,0.3758
116,12577.7925,0.2904
117,12583.9621,0.3518
118,12582.4065,0.2897
119,12577.2713,0.2983
120,12581.6343,0.3218
121,12581.6968,0.3091
122,12578.6702,0.3107
123,12577.2017,0.2897
124,12580.3696,0.3772
125,12584.7916,0.3696
126,12579.5937,0.3625
127,12586.8252,0.3298
128,12581.123,0.3445
129,12577.22,0.2902
130,12581.2832,0.3486
131,12574.0262,0.3643
132,12583.9992,0.3429
133,12577.5141,0.2902
134,12571.019,0.3566
135,12578.555,0.3117
136,12574.0222,0.3657
137,12575.1019,0.3793
138,12577.6093,0.2931
139,12575.2853,0.3783
140,12582.3053,0.2877
141,12579.2468,0.341
142,12584.9614,0.3797
143,12581.6591,0.3386
144,12588.446,0.2898
145,12577.3609,0.2934
146,12573.9129,0.3432
147,12576.5734,0.3103
148,12578.8986,0.3367
149,12581.9714,0.3033
150,12575.8116,0.3669
151,12578.3951,0.3103
152,12579.3203,0.3415
153,12577.9229,0.2875
154,12581.273,0.3364
155,12578.5506,0.3145
156,12581.8455,0.3164
157,12583.4962,0.3228
158,12585.6811,0.3752
159,12591.3271,0.3562
160,12582.365,0.2877
161,12582.1752,0.3014
162,12580.6381,0.3718
163,12578.5944,0.3178
164,12583.9022,0.3324
165,12570.7596,0.3662
166,12570.6613,0.3575
167,12577.0875,0.2955
168,12585.54,0.3777
169,12574.4222,0.3568
170,12581.0523,0.3611
171,12578.9883,0.3327
172,12583.7504,0.3362
173,12581.2169,0.3493
174,12574.7138,0.3801
175,12581.171,0.3421
176,12580.9298,0.3686
177,12576.0771,0.3497
178,12583.143,0.2986
179,12579.2376,0.3711
180,12582.7153,0.2922
181,12576.1145,0.3466
182,12582.5018,0.2962
183,12576.9349,0.2925
184,12578.7181,0.3122
