-10	-1035.321569
-9	-931.7764706
-8	-828.2392157
-7	-724.7058824
-6	-621.172549
-5	-517.6392157
-4	-414.1098039
-3	-310.5803922
-2	-207.0509804
-1	-103.5254902
0	0
1	103.5254902
2	207.0509804
3	310.5803922
4	414.1098039
5	517.6392157
6	621.172549
7	724.7058824
8	828.2392157
9	931.7764706
10	1035.321569
